hgnc_id	symbol	name	family_id	parent_fam_id
HGNC:9193	POLR2F	RNA polymerase II, I and III subunit F	726	NA
HGNC:9194	POLR2G	RNA polymerase II subunit G	726	NA
HGNC:9195	POLR2H	RNA polymerase II, I and III subunit H	726	NA
HGNC:9196	POLR2I	RNA polymerase II subunit I	726	NA
HGNC:9197	POLR2J	RNA polymerase II subunit J	726	NA
HGNC:23208	POLR2J2	RNA polymerase II subunit J2	726	NA
HGNC:33853	POLR2J3	RNA polymerase II subunit J3	726	NA
HGNC:9198	POLR2K	RNA polymerase II, I and III subunit K	726	NA
HGNC:9199	POLR2L	RNA polymerase II, I and III subunit L	726	NA
HGNC:14862	POLR2M	RNA polymerase II subunit M	726	NA
HGNC:30074	POLR3A	RNA polymerase III subunit A	726	NA
HGNC:30348	POLR3B	RNA polymerase III subunit B	726	NA
HGNC:30076	POLR3C	RNA polymerase III subunit C	726	NA
HGNC:1080	POLR3D	RNA polymerase III subunit D	726	NA
HGNC:20718	OTUD7A	OTU deubiquitinase 7A	669	996
HGNC:16683	OTUD7B	OTU deubiquitinase 7B	669	996
HGNC:25118	OTULIN	OTU deubiquitinase with linear linkage specificity	669	996
HGNC:11896	TNFAIP3	TNF alpha induced protein 3	669	996
HGNC:30897	VCPIP1	valosin containing protein interacting protein 1	669	996
HGNC:25035	YOD1	YOD1 deubiquitinase	669	996
HGNC:18224	ZRANB1	zinc finger RANBP2-type containing 1	669	996
HGNC:12845	YPEL1	yippee like 1	1130	NA
HGNC:18326	YPEL2	yippee like 2	1130	NA
HGNC:18327	YPEL3	yippee like 3	1130	NA
HGNC:18328	YPEL4	yippee like 4	1130	NA
HGNC:18329	YPEL5	yippee like 5	1130	NA
HGNC:14239	SLC2A11	solute carrier family 2 member 11	2155	752
HGNC:18067	SLC2A12	solute carrier family 2 member 12	2155	752
HGNC:15956	SLC2A13	solute carrier family 2 member 13	2155	752
HGNC:18301	SLC2A14	solute carrier family 2 member 14	2155	752
HGNC:32935	SLC22A25	solute carrier family 22 member 25	2173	752
HGNC:10967	SLC22A3	solute carrier family 22 member 3	2173	752
HGNC:27091	SLC22A31	solute carrier family 22 member 31	2173	752
HGNC:10968	SLC22A4	solute carrier family 22 member 4	2173	752
HGNC:10969	SLC22A5	solute carrier family 22 member 5	2173	752
HGNC:10970	SLC22A6	solute carrier family 22 member 6	2173	752
HGNC:10971	SLC22A7	solute carrier family 22 member 7	2173	752
HGNC:10972	SLC22A8	solute carrier family 22 member 8	2173	752
HGNC:16261	SLC22A9	solute carrier family 22 member 9	2173	752
HGNC:25417	SVOP	SV2 related protein	2173	752
HGNC:27034	SVOPL	SVOP like	2173	752
HGNC:20566	SV2A	synaptic vesicle glycoprotein 2A	2173	752
HGNC:16874	SV2B	synaptic vesicle glycoprotein 2B	2173	752
HGNC:30670	SV2C	synaptic vesicle glycoprotein 2C	2173	752
HGNC:16862	RAPGEF5	Rap guanine nucleotide exchange factor 5	2329	NA
HGNC:9993	RGS11	regulator of G protein signaling 11	2329	NA
HGNC:10002	RGS6	regulator of G protein signaling 6	2329	NA
HGNC:10003	RGS7	regulator of G protein signaling 7	2329	NA
HGNC:10004	RGS9	regulator of G protein signaling 9	2329	NA
HGNC:11025	SLC3A1	solute carrier family 3 member 1	2156	752
HGNC:11026	SLC3A2	solute carrier family 3 member 2	2156	752
HGNC:19711	DISP1	dispatched RND transporter family member 1	2217	NA
HGNC:19712	DISP2	dispatched RND transporter family member 2	2217	NA
HGNC:29251	DISP3	dispatched RND transporter family member 3	2217	NA
HGNC:3066	DUSP11	dual specificity phosphatase 11	896	711
HGNC:3067	DUSP12	dual specificity phosphatase 12	896	711
HGNC:56772	DUSP13A	dual specificity phosphatase 13A	896	711
HGNC:19681	DUSP13B	dual specificity phosphatase 13B	896	711
HGNC:17007	DUSP14	dual specificity phosphatase 14	896	711
HGNC:16236	DUSP15	dual specificity phosphatase 15	896	711
HGNC:24239	TMCC2	transmembrane and coiled-coil domain family 2	774	NA
HGNC:29199	TMCC3	transmembrane and coiled-coil domain family 3	774	NA
HGNC:29116	TMCC1	transmembrane and coiled-coil domain family 1	774	NA
HGNC:30347	POLR3E	RNA polymerase III subunit E	726	NA
HGNC:15763	POLR3F	RNA polymerase III subunit F	726	NA
HGNC:30075	POLR3G	RNA polymerase III subunit G	726	NA
HGNC:30349	POLR3H	RNA polymerase III subunit H	726	NA
HGNC:14121	POLR3K	RNA polymerase III subunit K	726	NA
HGNC:28466	POLR3GL	RNA polymerase III subunit GL	726	NA
HGNC:29201	ISY1	ISY1 spliceosome associated protein	1507	1518
HGNC:7032	MFAP1	microfibril associated protein 1	1507	1518
HGNC:9258	PPIE	peptidylprolyl isomerase E	1507	1518
HGNC:9260	PPIL1	peptidylprolyl isomerase like 1	1507	1518
HGNC:25930	PRPF38A	pre-mRNA processing factor 38A	1507	1518
HGNC:25503	RBM22	RNA binding motif protein 22	1507	1518
HGNC:18247	SMU1	SMU1 DNA replication regulator and spliceosomal factor	1507	1518
HGNC:16696	SNW1	SNW domain containing 1	1507	1518
HGNC:17165	TFIP11	tuftelin interacting protein 11	1507	1518
HGNC:12739	WBP4	WW domain binding protein 4	1507	1518
HGNC:14089	XAB2	XPA binding protein 2	1507	1518
HGNC:26433	ZMAT2	zinc finger matrin-type 2	1507	1518
HGNC:16461	WBP11	WW domain binding protein 11	1507	1518
HGNC:9330	PQBP1	polyglutamine binding protein 1	1507	1518
HGNC:4203	GCNT1	glucosaminyl (N-acetyl) transferase 1	441	424
HGNC:4204	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	441	424
HGNC:4205	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	441	424
HGNC:17973	GCNT4	glucosaminyl (N-acetyl) transferase 4	441	424
HGNC:16099	GCNT7	glucosaminyl (N-acetyl) transferase family member 7	441	424
HGNC:15516	XYLT1	xylosyltransferase 1	441	424
HGNC:15517	XYLT2	xylosyltransferase 2	441	424
HGNC:18484	DUSP18	dual specificity phosphatase 18	896	711
HGNC:15480	DIAPH3	diaphanous related formin 3	2006	NA
HGNC:18142	DAAM1	dishevelled associated activator of morphogenesis 1	2006	NA
HGNC:18143	DAAM2	dishevelled associated activator of morphogenesis 2	2006	NA
HGNC:3768	FMN1	formin 1	2006	NA
HGNC:14074	FMN2	formin 2	2006	NA
HGNC:1212	FMNL1	formin like 1	2006	NA
HGNC:18267	FMNL2	formin like 2	2006	NA
HGNC:23698	FMNL3	formin like 3	2006	NA
HGNC:18464	GRID2IP	Grid2 interacting protein	2006	NA
HGNC:17905	FHOD1	formin homology 2 domain containing 1	2006	NA
HGNC:26178	FHOD3	formin homology 2 domain containing 3	2006	NA
HGNC:3467	ESR1	estrogen receptor 1	2077	71
HGNC:3468	ESR2	estrogen receptor 2	2077	71
HGNC:463	AMFR	autocrine motility factor receptor	58	26
HGNC:14452	ANAPC11	anaphase promoting complex subunit 11	58	26
HGNC:31696	ARK2C	arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C	58	26
HGNC:952	BARD1	BRCA1 associated RING domain 1	58	26
HGNC:17613	BFAR	bifunctional apoptosis regulator	58	26
HGNC:590	BIRC2	baculoviral IAP repeat containing 2	58	26
HGNC:591	BIRC3	baculoviral IAP repeat containing 3	58	26
HGNC:13702	BIRC7	baculoviral IAP repeat containing 7	58	26
HGNC:14878	BIRC8	baculoviral IAP repeat containing 8	58	26
HGNC:1066	BMI1	BMI1 proto-oncogene, polycomb ring finger	58	26
HGNC:1099	BRAP	BRCA1 associated protein	58	26
HGNC:1100	BRCA1	BRCA1 DNA repair associated	58	26
HGNC:1541	CBL	Cbl proto-oncogene	58	26
HGNC:1542	CBLB	Cbl proto-oncogene B	58	26
HGNC:15961	CBLC	Cbl proto-oncogene C	58	26
HGNC:21225	CBLL1	Cbl proto-oncogene like 1	58	26
HGNC:26371	CBLL2	Cbl proto-oncogene like 2	58	26
HGNC:19437	CCNB1IP1	cyclin B1 interacting protein 1	58	26
HGNC:15528	CGRRF1	cell growth regulator with ring finger domain 1	58	26
HGNC:20455	CHFR	checkpoint with forkhead and ring finger domains	58	26
HGNC:7880	CNOT4	CCR4-NOT transcription complex subunit 4	58	26
HGNC:17440	COP1	COP1 E3 ubiquitin ligase	58	26
HGNC:26539	DCST1	DC-STAMP domain containing 1	58	26
HGNC:3060	DTX1	deltex E3 ubiquitin ligase 1	58	26
HGNC:15973	DTX2	deltex E3 ubiquitin ligase 2	58	26
HGNC:24457	DTX3	deltex E3 ubiquitin ligase 3	58	26
HGNC:30323	DTX3L	deltex E3 ubiquitin ligase 3L	58	26
HGNC:29151	DTX4	deltex E3 ubiquitin ligase 4	58	26
HGNC:30938	DZIP3	DAZ interacting zinc finger protein 3	58	26
HGNC:11099	HLTF	helicase like transcription factor	58	26
HGNC:18894	DUSP19	dual specificity phosphatase 19	896	711
HGNC:20476	DUSP21	dual specificity phosphatase 21	896	711
HGNC:16077	DUSP22	dual specificity phosphatase 22	896	711
HGNC:21480	DUSP23	dual specificity phosphatase 23	896	711
HGNC:28161	DUSP26	dual specificity phosphatase 26	896	711
HGNC:33237	DUSP28	dual specificity phosphatase 28	896	711
HGNC:23481	DUSP29	dual specificity phosphatase 29	896	711
HGNC:3069	DUSP3	dual specificity phosphatase 3	896	711
HGNC:3413	EPM2A	EPM2A glucan phosphatase, laforin	896	711
HGNC:26965	PTPMT1	protein tyrosine phosphatase mitochondrial 1	896	711
HGNC:10073	RNGTT	RNA guanylyltransferase and 5'-phosphatase	896	711
HGNC:11447	STYX	serine/threonine/tyrosine interacting protein	896	711
HGNC:24114	AURKAIP1	aurora kinase A interacting protein 1	646	1054
HGNC:23518	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	646	1054
HGNC:2673	DAP3	death associated protein 3	646	1054
HGNC:2347	CREB3	cAMP responsive element binding protein 3	1970	506
HGNC:18856	CREB3L1	cAMP responsive element binding protein 3 like 1	1970	506
HGNC:23720	CREB3L2	cAMP responsive element binding protein 3 like 2	1970	506
HGNC:18855	CREB3L3	cAMP responsive element binding protein 3 like 3	1970	506
HGNC:18854	CREB3L4	cAMP responsive element binding protein 3 like 4	1970	506
HGNC:29996	GADD45GIP1	GADD45G interacting protein 1	646	1054
HGNC:14275	MRPL1	mitochondrial ribosomal protein L1	646	1054
HGNC:14055	MRPL10	mitochondrial ribosomal protein L10	646	1054
HGNC:14042	MRPL11	mitochondrial ribosomal protein L11	646	1054
HGNC:10378	MRPL12	mitochondrial ribosomal protein L12	646	1054
HGNC:14278	MRPL13	mitochondrial ribosomal protein L13	646	1054
HGNC:14279	MRPL14	mitochondrial ribosomal protein L14	646	1054
HGNC:14054	MRPL15	mitochondrial ribosomal protein L15	646	1054
HGNC:14476	MRPL16	mitochondrial ribosomal protein L16	646	1054
HGNC:14053	MRPL17	mitochondrial ribosomal protein L17	646	1054
HGNC:14477	MRPL18	mitochondrial ribosomal protein L18	646	1054
HGNC:14052	MRPL19	mitochondrial ribosomal protein L19	646	1054
HGNC:14056	MRPL2	mitochondrial ribosomal protein L2	646	1054
HGNC:14478	MRPL20	mitochondrial ribosomal protein L20	646	1054
HGNC:14479	MRPL21	mitochondrial ribosomal protein L21	646	1054
HGNC:14480	MRPL22	mitochondrial ribosomal protein L22	646	1054
HGNC:10322	MRPL23	mitochondrial ribosomal protein L23	646	1054
HGNC:14037	MRPL24	mitochondrial ribosomal protein L24	646	1054
HGNC:14483	MRPL27	mitochondrial ribosomal protein L27	646	1054
HGNC:14484	MRPL28	mitochondrial ribosomal protein L28	646	1054
HGNC:10379	MRPL3	mitochondrial ribosomal protein L3	646	1054
HGNC:14036	MRPL30	mitochondrial ribosomal protein L30	646	1054
HGNC:14035	MRPL32	mitochondrial ribosomal protein L32	646	1054
HGNC:14487	MRPL33	mitochondrial ribosomal protein L33	646	1054
HGNC:14488	MRPL34	mitochondrial ribosomal protein L34	646	1054
HGNC:14489	MRPL35	mitochondrial ribosomal protein L35	646	1054
HGNC:14490	MRPL36	mitochondrial ribosomal protein L36	646	1054
HGNC:4852	HDAC1	histone deacetylase 1	989	937
HGNC:4853	HDAC2	histone deacetylase 2	989	937
HGNC:4854	HDAC3	histone deacetylase 3	989	937
HGNC:13315	HDAC8	histone deacetylase 8	989	937
HGNC:8875	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	1077	1073
HGNC:26633	SLFN11	schlafen family member 11	1110	NA
HGNC:25500	SLFN12	schlafen family member 12	1110	NA
HGNC:33920	SLFN12L	schlafen family member 12 like	1110	NA
HGNC:26481	SLFN13	schlafen family member 13	1110	NA
HGNC:32689	SLFN14	schlafen family member 14	1110	NA
HGNC:28286	SLFN5	schlafen family member 5	1110	NA
HGNC:26313	SLFNL1	schlafen like 1	1110	NA
HGNC:17044	NIPA2	NIPA magnesium transporter 2	2206	752
HGNC:25854	NIPAL2	NIPA like domain containing 2	2206	752
HGNC:25233	NIPAL3	NIPA like domain containing 3	2206	752
HGNC:28018	NIPAL4	NIPA like domain containing 4	2206	752
HGNC:3687	FGF9	fibroblast growth factor 9	1895	NA
HGNC:31647	MIR95	microRNA 95	1767	476
HGNC:32793	MIR421	microRNA 421	1767	476
HGNC:32531	MIR545	microRNA 545	1767	476
HGNC:35246	MIR1264	microRNA 1264	1767	476
HGNC:19086	HDAC11	histone deacetylase 11	991	937
HGNC:29513	AQR	aquarius intron-binding spliceosomal factor	1508	1518
HGNC:29629	BUD31	BUD31 spliceosome associated protein	1508	1518
HGNC:28332	CCDC12	coiled-coil domain containing 12	1508	1518
HGNC:17350	CDC40	cell division cycle 40	1508	1518
HGNC:15762	CRNKL1	crooked neck pre-mRNA splicing factor 1	1508	1518
HGNC:29322	CWC22	CWC22 spliceosome associated protein	1508	1518
HGNC:25989	CWC25	CWC25 spliceosome associated protein	1508	1518
HGNC:10664	CWC27	CWC27 spliceosome associated cyclophilin	1508	1518
HGNC:2739	DHX16	DEAH-box helicase 16	1508	1518
HGNC:30858	EFTUD2	elongation factor Tu GTP binding domain containing 2	1508	1518
HGNC:18683	EIF4A3	eukaryotic translation initiation factor 4A3	1508	1518
HGNC:24658	GPATCH1	G-patch domain containing 1	1508	1518
HGNC:30677	GPKOW	G-patch domain and KOW motifs	1508	1518
HGNC:29201	ISY1	ISY1 spliceosome associated protein	1508	1518
HGNC:9258	PPIE	peptidylprolyl isomerase E	1508	1518
HGNC:9260	PPIL1	peptidylprolyl isomerase like 1	1508	1518
HGNC:9261	PPIL2	peptidylprolyl isomerase like 2	1508	1518
HGNC:9343	PRCC	proline rich mitotic checkpoint control factor	1508	1518
HGNC:17340	PRPF8	pre-mRNA processing factor 8	1508	1518
HGNC:14034	MRPL37	mitochondrial ribosomal protein L37	646	1054
HGNC:14033	MRPL38	mitochondrial ribosomal protein L38	646	1054
HGNC:14027	MRPL39	mitochondrial ribosomal protein L39	646	1054
HGNC:14276	MRPL4	mitochondrial ribosomal protein L4	646	1054
HGNC:14491	MRPL40	mitochondrial ribosomal protein L40	646	1054
HGNC:14492	MRPL41	mitochondrial ribosomal protein L41	646	1054
HGNC:14493	MRPL42	mitochondrial ribosomal protein L42	646	1054
HGNC:14517	MRPL43	mitochondrial ribosomal protein L43	646	1054
HGNC:16650	MRPL44	mitochondrial ribosomal protein L44	646	1054
HGNC:25503	RBM22	RNA binding motif protein 22	1508	1518
HGNC:12974	RNF113A	ring finger protein 113A	1508	1518
HGNC:865	ATP6V0A1	ATPase H+ transporting V0 subunit a1	415	412
HGNC:18481	ATP6V0A2	ATPase H+ transporting V0 subunit a2	415	412
HGNC:866	ATP6V0A4	ATPase H+ transporting V0 subunit a4	415	412
HGNC:861	ATP6V0B	ATPase H+ transporting V0 subunit b	415	412
HGNC:855	ATP6V0C	ATPase H+ transporting V0 subunit c	415	412
HGNC:13724	ATP6V0D1	ATPase H+ transporting V0 subunit d1	415	412
HGNC:18266	ATP6V0D2	ATPase H+ transporting V0 subunit d2	415	412
HGNC:863	ATP6V0E1	ATPase H+ transporting V0 subunit e1	415	412
HGNC:21723	ATP6V0E2	ATPase H+ transporting V0 subunit e2	415	412
HGNC:851	ATP6V1A	ATPase H+ transporting V1 subunit A	415	412
HGNC:853	ATP6V1B1	ATPase H+ transporting V1 subunit B1	415	412
HGNC:854	ATP6V1B2	ATPase H+ transporting V1 subunit B2	415	412
HGNC:856	ATP6V1C1	ATPase H+ transporting V1 subunit C1	415	412
HGNC:18264	ATP6V1C2	ATPase H+ transporting V1 subunit C2	415	412
HGNC:13527	ATP6V1D	ATPase H+ transporting V1 subunit D	415	412
HGNC:857	ATP6V1E1	ATPase H+ transporting V1 subunit E1	415	412
HGNC:18125	ATP6V1E2	ATPase H+ transporting V1 subunit E2	415	412
HGNC:16832	ATP6V1F	ATPase H+ transporting V1 subunit F	415	412
HGNC:864	ATP6V1G1	ATPase H+ transporting V1 subunit G1	415	412
HGNC:862	ATP6V1G2	ATPase H+ transporting V1 subunit G2	415	412
HGNC:18265	ATP6V1G3	ATPase H+ transporting V1 subunit G3	415	412
HGNC:18303	ATP6V1H	ATPase H+ transporting V1 subunit H	415	412
HGNC:11647	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	415	412
HGNC:11027	SLC4A1	solute carrier family 4 member 1 (Diego blood group)	2157	752
HGNC:11028	SLC4A2	solute carrier family 4 member 2	2157	752
HGNC:11029	SLC4A3	solute carrier family 4 member 3	2157	752
HGNC:11030	SLC4A4	solute carrier family 4 member 4	2157	752
HGNC:18168	SLC4A5	solute carrier family 4 member 5	2157	752
HGNC:11033	SLC4A7	solute carrier family 4 member 7	2157	752
HGNC:11034	SLC4A8	solute carrier family 4 member 8	2157	752
HGNC:11035	SLC4A9	solute carrier family 4 member 9	2157	752
HGNC:13811	SLC4A10	solute carrier family 4 member 10	2157	752
HGNC:16438	SLC4A11	solute carrier family 4 member 11	2157	752
HGNC:21606	MPC1	mitochondrial pyruvate carrier 1	2204	752
HGNC:44205	MPC1L	mitochondrial pyruvate carrier 1 like	2204	752
HGNC:24515	MPC2	mitochondrial pyruvate carrier 2	2204	752
HGNC:16651	MRPL45	mitochondrial ribosomal protein L45	646	1054
HGNC:1192	MRPL46	mitochondrial ribosomal protein L46	646	1054
HGNC:16652	MRPL47	mitochondrial ribosomal protein L47	646	1054
HGNC:16653	MRPL48	mitochondrial ribosomal protein L48	646	1054
HGNC:1176	MRPL49	mitochondrial ribosomal protein L49	646	1054
HGNC:16654	MRPL50	mitochondrial ribosomal protein L50	646	1054
HGNC:14044	MRPL51	mitochondrial ribosomal protein L51	646	1054
HGNC:16655	MRPL52	mitochondrial ribosomal protein L52	646	1054
HGNC:16684	MRPL53	mitochondrial ribosomal protein L53	646	1054
HGNC:16685	MRPL54	mitochondrial ribosomal protein L54	646	1054
HGNC:16686	MRPL55	mitochondrial ribosomal protein L55	646	1054
HGNC:14514	MRPL57	mitochondrial ribosomal protein L57	646	1054
HGNC:5359	MRPL58	mitochondrial ribosomal protein L58	646	1054
HGNC:14277	MRPL9	mitochondrial ribosomal protein L9	646	1054
HGNC:14502	MRPS10	mitochondrial ribosomal protein S10	646	1054
HGNC:14050	MRPS11	mitochondrial ribosomal protein S11	646	1054
HGNC:10380	MRPS12	mitochondrial ribosomal protein S12	646	1054
HGNC:14049	MRPS14	mitochondrial ribosomal protein S14	646	1054
HGNC:14504	MRPS15	mitochondrial ribosomal protein S15	646	1054
HGNC:14048	MRPS16	mitochondrial ribosomal protein S16	646	1054
HGNC:14047	MRPS17	mitochondrial ribosomal protein S17	646	1054
HGNC:14515	MRPS18A	mitochondrial ribosomal protein S18A	646	1054
HGNC:5318	TNC	tenascin C	1983	554
HGNC:5318	TNC	tenascin C	1983	555
HGNC:22942	TNN	tenascin N	1983	554
HGNC:22942	TNN	tenascin N	1983	555
HGNC:11953	TNR	tenascin R	1983	554
HGNC:11953	TNR	tenascin R	1983	555
HGNC:11976	TNXB	tenascin XB	1983	554
HGNC:11976	TNXB	tenascin XB	1983	555
HGNC:12371	RSPH1	radial spoke head component 1	2046	NA
HGNC:21054	RSPH3	radial spoke head 3	2046	NA
HGNC:27362	RSPH10B	radial spoke head 10 homolog B	2046	NA
HGNC:34385	RSPH10B2	radial spoke head 10 homolog B2	2046	NA
HGNC:13437	RSPH14	radial spoke head 14 homolog	2046	NA
HGNC:21558	RSPH4A	radial spoke head component 4A	2046	NA
HGNC:14241	RSPH6A	radial spoke head 6 homolog A	2046	NA
HGNC:21057	RSPH9	radial spoke head component 9	2046	NA
HGNC:4856	HDGF	heparin binding growth factor	1418	1147
HGNC:21095	HDGFL1	HDGF like 1	1418	1147
HGNC:9527	PSIP1	PC4 and SRSF1 interacting protein 1	1418	1147
HGNC:14680	HDGFL2	HDGF like 2	1418	1147
HGNC:24937	HDGFL3	HDGF like 3	1418	1147
HGNC:14516	MRPS18B	mitochondrial ribosomal protein S18B	646	1054
HGNC:16633	MRPS18C	mitochondrial ribosomal protein S18C	646	1054
HGNC:14495	MRPS2	mitochondrial ribosomal protein S2	646	1054
HGNC:14046	MRPS21	mitochondrial ribosomal protein S21	646	1054
HGNC:14508	MRPS22	mitochondrial ribosomal protein S22	646	1054
HGNC:14509	MRPS23	mitochondrial ribosomal protein S23	646	1054
HGNC:14510	MRPS24	mitochondrial ribosomal protein S24	646	1054
HGNC:14511	MRPS25	mitochondrial ribosomal protein S25	646	1054
HGNC:14045	MRPS26	mitochondrial ribosomal protein S26	646	1054
HGNC:14512	MRPS27	mitochondrial ribosomal protein S27	646	1054
HGNC:14513	MRPS28	mitochondrial ribosomal protein S28	646	1054
HGNC:8769	MRPS30	mitochondrial ribosomal protein S30	646	1054
HGNC:16632	MRPS31	mitochondrial ribosomal protein S31	646	1054
HGNC:16634	MRPS33	mitochondrial ribosomal protein S33	646	1054
HGNC:16618	MRPS34	mitochondrial ribosomal protein S34	646	1054
HGNC:484	ANGPT1	angiopoietin 1	554	NA
HGNC:485	ANGPT2	angiopoietin 2	554	NA
HGNC:487	ANGPT4	angiopoietin 4	554	NA
HGNC:489	ANGPTL1	angiopoietin like 1	554	NA
HGNC:490	ANGPTL2	angiopoietin like 2	554	NA
HGNC:491	ANGPTL3	angiopoietin like 3	554	NA
HGNC:16039	ANGPTL4	angiopoietin like 4	554	NA
HGNC:19705	ANGPTL5	angiopoietin like 5	554	NA
HGNC:23140	ANGPTL6	angiopoietin like 6	554	NA
HGNC:24078	ANGPTL7	angiopoietin like 7	554	NA
HGNC:3623	FCN1	ficolin 1	554	NA
HGNC:3624	FCN2	ficolin 2	554	NA
HGNC:3625	FCN3	ficolin 3	554	NA
HGNC:3661	FGA	fibrinogen alpha chain	554	NA
HGNC:3662	FGB	fibrinogen beta chain	554	NA
HGNC:3694	FGG	fibrinogen gamma chain	554	NA
HGNC:3695	FGL1	fibrinogen like 1	554	NA
HGNC:3696	FGL2	fibrinogen like 2	554	NA
HGNC:25922	FIBCD1	fibrinogen C domain containing 1	554	NA
HGNC:20599	ITLN2	intelectin 2	554	NA
HGNC:7035	MFAP4	microfibril associated protein 4	554	NA
HGNC:11620	ELOA	elongin A	1392	NA
HGNC:30771	ELOA2	elongin A2	1392	NA
HGNC:11619	ELOB	elongin B	1392	NA
HGNC:11617	ELOC	elongin C	1392	NA
HGNC:16635	MRPS35	mitochondrial ribosomal protein S35	646	1054
HGNC:14498	MRPS5	mitochondrial ribosomal protein S5	646	1054
HGNC:14051	MRPS6	mitochondrial ribosomal protein S6	646	1054
HGNC:14499	MRPS7	mitochondrial ribosomal protein S7	646	1054
HGNC:14501	MRPS9	mitochondrial ribosomal protein S9	646	1054
HGNC:24717	PTCD3	pentatricopeptide repeat domain 3	646	1054
HGNC:6657	LNX1	ligand of numb-protein X 1	58	26
HGNC:20421	LNX2	ligand of numb-protein X 2	58	26
HGNC:26302	LONRF1	LON peptidase N-terminal domain and ring finger 1	58	26
HGNC:24788	LONRF2	LON peptidase N-terminal domain and ring finger 2	58	26
HGNC:21152	LONRF3	LON peptidase N-terminal domain and ring finger 3	58	26
HGNC:25135	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	58	26
HGNC:13082	LTN1	listerin E3 ubiquitin protein ligase 1	58	26
HGNC:6848	MAP3K1	mitogen-activated protein kinase kinase kinase 1	58	26
HGNC:26077	MARCHF1	membrane associated ring-CH-type finger 1	58	26
HGNC:26655	MARCHF10	membrane associated ring-CH-type finger 10	58	26
HGNC:33609	MARCHF11	membrane associated ring-CH-type finger 11	58	26
HGNC:28038	MARCHF2	membrane associated ring-CH-type finger 2	58	26
HGNC:28728	MARCHF3	membrane associated ring-CH-type finger 3	58	26
HGNC:29269	MARCHF4	membrane associated ring-CH-type finger 4	58	26
HGNC:26025	MARCHF5	membrane associated ring-CH-type finger 5	58	26
HGNC:30550	MARCHF6	membrane associated ring-CH-type finger 6	58	26
HGNC:17393	MARCHF7	membrane associated ring-CH-type finger 7	58	26
HGNC:23356	MARCHF8	membrane associated ring-CH-type finger 8	58	26
HGNC:25139	MARCHF9	membrane associated ring-CH-type finger 9	58	26
HGNC:6973	MDM2	MDM2 proto-oncogene	58	26
HGNC:6974	MDM4	MDM4 regulator of p53	58	26
HGNC:33482	MEX3A	mex-3 RNA binding family member A	58	26
HGNC:25297	MEX3B	mex-3 RNA binding family member B	58	26
HGNC:28040	MEX3C	mex-3 RNA binding family member C	58	26
HGNC:16734	MEX3D	mex-3 RNA binding family member D	58	26
HGNC:20254	MGRN1	mahogunin ring finger 1	58	26
HGNC:21086	MIB1	MIB E3 ubiquitin protein ligase 1	58	26
HGNC:30577	MIB2	MIB E3 ubiquitin protein ligase 2	58	26
HGNC:7095	MID1	midline 1	58	26
HGNC:7096	MID2	midline 2	58	26
HGNC:7112	MKRN1	makorin ring finger protein 1	58	26
HGNC:7113	MKRN2	makorin ring finger protein 2	58	26
HGNC:7114	MKRN3	makorin ring finger protein 3	58	26
HGNC:7115	MKRN4P	makorin ring finger protein 4, pseudogene	58	26
HGNC:7117	MKRN5P	makorin ring finger protein 5, pseudogene	58	26
HGNC:7118	MKRN6P	makorin ring finger protein 6, pseudogene	58	26
HGNC:7119	MKRN7P	makorin ring finger protein 7, pseudogene	58	26
HGNC:7120	MKRN8P	makorin ring finger protein 8, pseudogene	58	26
HGNC:7116	MKRN9P	makorin ring finger protein 9, pseudogene	58	26
HGNC:7181	MNAT1	MNAT1 component of CDK activating kinase	58	26
HGNC:25544	MSL2	MSL complex subunit 2	58	26
HGNC:25762	MUL1	mitochondrial E3 ubiquitin protein ligase 1	58	26
HGNC:23386	MYCBP2	MYC binding protein 2	58	26
HGNC:21155	MYLIP	myosin regulatory light chain interacting protein	58	26
HGNC:7761	NEURL1	neuralized E3 ubiquitin protein ligase 1	58	26
HGNC:35422	NEURL1B	neuralized E3 ubiquitin protein ligase 1B	58	26
HGNC:25162	NEURL3	neuralized E3 ubiquitin protein ligase 3	58	26
HGNC:7803	NFX1	nuclear transcription factor, X-box binding 1	58	26
HGNC:18726	NFXL1	nuclear transcription factor, X-box binding like 1	58	26
HGNC:3471	ESRRA	estrogen related receptor alpha	2078	71
HGNC:3473	ESRRB	estrogen related receptor beta	2078	71
HGNC:3474	ESRRG	estrogen related receptor gamma	2078	71
HGNC:21576	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	58	26
HGNC:29897	NSMCE1	NSE1 component of SMC5/6 complex	58	26
HGNC:20308	OBI1	ORC ubiquitin ligase 1	58	26
HGNC:11036	SLC5A1	solute carrier family 5 member 1	2158	752
HGNC:11037	SLC5A2	solute carrier family 5 member 2	2158	752
HGNC:11038	SLC5A3	solute carrier family 5 member 3	2158	752
HGNC:11039	SLC5A4	solute carrier family 5 member 4	2158	752
